squad,League,player,nationality,position,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season
Cádiz,La Liga,Jeremías Ledesma,ar ARG,GK,27-322,1993,13.0,13.0,1170.0,15.0,1.15,47.0,34.0,0.7020000000000001,4.0,4.0,5.0,5.0,38.5,1.0,1.0,0.0,0.0,13.0,0.0,2.0,1.0,12.3,0.24,-1.7,-0.13,131.0,342.0,38.3,295.0,28.0,82.0,57.0,107.0,93.5,67.9,125.0,19.0,15.2,6.0,0.46,14.1,2020/2021
Alavés,La Liga,Fernando Pacheco,es ESP,GK,28-227,1992,15.0,15.0,1350.0,17.0,1.13,62.0,46.0,0.742,4.0,5.0,6.0,4.0,26.7,1.0,1.0,0.0,0.0,15.0,0.0,3.0,0.0,18.5,0.31,1.5,0.1,166.0,308.0,53.9,321.0,36.0,66.7,47.3,137.0,68.6,49.7,145.0,15.0,10.3,11.0,0.73,14.9,2020/2021
Alavés,La Liga,Fernando Pacheco,es ESP,GK,27,1992,27.0,27.0,2358.0,37.0,1.41,92.0,61.0,0.685,7.0,7.0,13.0,6.0,22.2,11.0,8.0,3.0,0.0,26.2,3.0,2.0,0.0,33.7,0.3,-3.3,-0.13,290.0,616.0,47.1,562.0,92.0,68.7,47.9,252.0,91.3,61.0,254.0,17.0,6.7,12.0,0.46,13.4,2019/2020
Alavés,La Liga,Roberto,es ESP,GK,33,1986,9.0,8.0,790.0,19.0,2.16,51.0,35.0,0.6859999999999999,2.0,1.0,5.0,2.0,25.0,3.0,3.0,0.0,0.0,8.8,0.0,1.0,0.0,20.9,0.36,1.9,0.21,87.0,201.0,43.3,169.0,9.0,81.1,58.2,69.0,92.8,67.9,75.0,4.0,5.3,6.0,0.68,16.9,2019/2020
Alavés,La Liga,Antonio Sivera,es ESP,GK,22,1996,3.0,3.0,270.0,3.0,1.0,4.0,2.0,0.5,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.4,0.36,-0.6,-0.19,24.0,64.0,37.5,56.0,9.0,71.4,52.4,27.0,88.9,63.4,27.0,1.0,3.7,0.0,0.0,12.8,2019/2020
Alavés,La Liga,Fernando Pacheco,es ESP,GK,26,1992,35.0,35.0,3150.0,46.0,1.31,145.0,105.0,0.7240000000000001,11.0,11.0,13.0,8.0,22.9,6.0,6.0,0.0,0.0,35.0,3.0,1.0,2.0,44.2,0.28,0.2,0.01,315.0,759.0,41.5,755.0,88.0,67.4,47.5,286.0,87.4,58.7,354.0,29.0,8.2,29.0,0.83,15.2,2018/2019
Alavés,La Liga,Antonio Sivera,es ESP,GK,21,1996,3.0,3.0,270.0,4.0,1.33,14.0,10.0,0.7140000000000001,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.1,0.22,-0.9,-0.31,34.0,88.0,38.6,68.0,10.0,82.4,55.5,34.0,94.1,65.1,53.0,2.0,3.8,2.0,0.67,12.2,2018/2019
Alavés,La Liga,Fernando Pacheco,es ESP,GK,25,1992,38.0,37.0,3360.0,50.0,1.34,175.0,134.0,0.754,15.0,2.0,20.0,12.0,32.4,11.0,7.0,3.0,1.0,37.3,2.0,7.0,2.0,53.3,0.28,5.3,0.14,248.0,586.0,42.3,532.0,69.0,70.1,47.4,228.0,93.4,62.2,413.0,21.0,5.1,9.0,0.24,12.9,2017/2018
Alavés,La Liga,Antonio Sivera,es ESP,GK,20,1996,1.0,1.0,60.0,1.0,1.5,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.17,0.3,0.47,5.0,10.0,50.0,8.0,2.0,75.0,50.1,4.0,100.0,67.8,5.0,1.0,20.0,0.0,0.0,11.5,2017/2018
Celta Vigo,La Liga,Rubén Blanco,es ESP,GK,25-159,1995,9.0,9.0,810.0,12.0,1.33,32.0,21.0,0.6559999999999999,5.0,2.0,2.0,3.0,33.3,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,10.0,0.36,-1.0,-0.12,33.0,132.0,25.0,224.0,40.0,40.2,36.3,62.0,67.7,47.2,73.0,3.0,4.1,5.0,0.63,15.1,2020/2021
Celta Vigo,La Liga,Iván Villar,es ESP,GK,23-175,1997,7.0,7.0,630.0,10.0,1.43,22.0,15.0,0.636,1.0,3.0,3.0,1.0,14.3,2.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,8.6,0.32,-0.4,-0.05,30.0,96.0,31.3,150.0,28.0,46.7,39.2,56.0,46.4,40.8,67.0,5.0,7.5,8.0,1.14,17.2,2020/2021
Celta Vigo,La Liga,Sergio Álvarez,es ESP,GK,32,1986,4.0,4.0,180.0,1.0,0.5,4.0,3.0,0.75,1.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1,0.28,0.1,0.06,8.0,22.0,36.4,34.0,5.0,32.4,35.6,19.0,57.9,43.0,24.0,2.0,8.3,0.0,0.0,16.5,2019/2020
Celta Vigo,La Liga,Rubén Blanco,es ESP,GK,24,1995,33.0,33.0,2960.0,43.0,1.31,126.0,87.0,0.698,6.0,14.0,13.0,10.0,30.3,5.0,5.0,0.0,0.0,32.9,3.0,3.0,0.0,40.5,0.29,-2.5,-0.08,213.0,573.0,37.2,696.0,121.0,53.9,42.5,294.0,67.3,52.9,336.0,21.0,6.3,11.0,0.33,14.3,2019/2020
Celta Vigo,La Liga,Iván Villar,es ESP,GK,22,1997,4.0,3.0,280.0,5.0,1.61,11.0,6.0,0.545,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,4.7,0.42,-0.3,-0.11,15.0,43.0,34.9,61.0,6.0,39.3,35.5,28.0,67.9,55.3,34.0,3.0,8.8,3.0,0.96,16.0,2019/2020
Celta Vigo,La Liga,Sergio Álvarez,es ESP,GK,31,1986,13.0,13.0,1170.0,22.0,1.69,57.0,38.0,0.649,3.0,5.0,5.0,2.0,15.4,2.0,2.0,0.0,0.0,13.0,1.0,2.0,1.0,18.2,0.29,-2.8,-0.22,102.0,248.0,41.1,320.0,43.0,48.8,40.3,124.0,74.2,55.1,146.0,10.0,6.8,4.0,0.31,12.2,2018/2019
Celta Vigo,La Liga,Rubén Blanco,es ESP,GK,23,1995,25.0,25.0,2250.0,40.0,1.6,106.0,70.0,0.66,7.0,6.0,12.0,6.0,24.0,5.0,4.0,0.0,1.0,25.0,2.0,3.0,0.0,36.7,0.32,-3.3,-0.13,170.0,450.0,37.8,593.0,113.0,47.9,42.0,220.0,75.5,59.9,247.0,9.0,3.6,25.0,1.0,17.5,2018/2019
Celta Vigo,La Liga,Sergio Álvarez,es ESP,GK,30,1986,17.0,16.0,1479.0,29.0,1.76,77.0,50.0,0.636,3.0,6.0,7.0,3.0,18.8,1.0,1.0,0.0,0.0,16.4,0.0,4.0,1.0,26.5,0.34,-1.5,-0.09,96.0,255.0,37.6,435.0,32.0,43.2,37.6,83.0,80.7,58.0,143.0,15.0,10.5,12.0,0.73,14.5,2017/2018
Celta Vigo,La Liga,Rubén Blanco,es ESP,GK,22,1995,22.0,22.0,1941.0,31.0,1.44,90.0,62.0,0.6890000000000001,10.0,4.0,8.0,4.0,18.2,4.0,3.0,0.0,1.0,21.6,0.0,4.0,0.0,25.5,0.26,-5.5,-0.26,112.0,357.0,31.4,602.0,57.0,48.0,41.2,82.0,82.9,62.4,231.0,28.0,12.1,7.0,0.32,14.9,2017/2018
Betis,La Liga,Claudio Bravo,cl CHI,GK,37-262,1983,7.0,7.0,630.0,15.0,2.14,32.0,19.0,0.594,3.0,0.0,4.0,2.0,28.6,3.0,2.0,1.0,0.0,7.0,0.0,2.0,1.0,15.1,0.42,1.1,0.15,51.0,121.0,42.1,206.0,31.0,49.0,40.6,32.0,62.5,48.2,44.0,3.0,6.8,2.0,0.29,12.1,2020/2021
Betis,La Liga,Joel Robles,es ESP,GK,30-197,1990,9.0,9.0,810.0,15.0,1.67,25.0,14.0,0.52,3.0,1.0,5.0,3.0,33.3,4.0,3.0,1.0,0.0,9.0,0.0,3.0,1.0,13.0,0.4,-1.0,-0.11,55.0,149.0,36.9,219.0,33.0,53.0,43.4,63.0,52.4,43.9,74.0,5.0,6.8,7.0,0.78,19.2,2020/2021
Betis,La Liga,Daniel Martín,es ESP,GK,21,1998,6.0,5.0,531.0,12.0,2.03,26.0,14.0,0.5379999999999999,1.0,0.0,4.0,1.0,20.0,0.0,0.0,0.0,0.0,5.9,0.0,1.0,0.0,7.8,0.3,-4.2,-0.72,37.0,76.0,48.7,158.0,35.0,36.1,33.9,36.0,52.8,45.4,58.0,3.0,5.2,2.0,0.34,13.0,2019/2020
Betis,La Liga,Joel Robles,es ESP,GK,29,1990,33.0,33.0,2887.0,48.0,1.5,118.0,80.0,0.6859999999999999,9.0,11.0,13.0,5.0,15.2,11.0,11.0,0.0,0.0,32.1,1.0,3.0,1.0,44.8,0.31,-2.2,-0.07,171.0,464.0,36.9,907.0,134.0,39.4,36.6,245.0,43.7,39.6,296.0,21.0,7.1,27.0,0.84,15.5,2019/2020
Betis,La Liga,Pau López,es ESP,GK,23,1994,33.0,33.0,2970.0,47.0,1.42,135.0,91.0,0.674,12.0,7.0,14.0,10.0,30.3,4.0,3.0,1.0,0.0,33.0,2.0,9.0,0.0,44.4,0.3,-2.6,-0.08,145.0,347.0,41.8,976.0,173.0,24.9,28.9,245.0,42.4,39.5,258.0,24.0,9.3,33.0,1.0,16.0,2018/2019
Betis,La Liga,Joel Robles,es ESP,GK,28,1990,5.0,5.0,450.0,5.0,1.0,21.0,17.0,0.81,2.0,1.0,2.0,1.0,20.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,5.4,0.21,0.4,0.07,29.0,66.0,43.9,158.0,20.0,34.2,34.0,28.0,42.9,40.0,37.0,2.0,5.4,9.0,1.8,18.6,2018/2019
Betis,La Liga,Antonio Adán,es ESP,GK,30,1987,30.0,30.0,2700.0,53.0,1.77,128.0,82.0,0.609,14.0,4.0,12.0,9.0,30.0,4.0,3.0,1.0,0.0,30.0,0.0,6.0,4.0,38.5,0.28,-10.5,-0.35,177.0,459.0,38.6,905.0,95.0,41.1,36.3,130.0,66.9,48.8,289.0,30.0,10.4,18.0,0.6,14.7,2017/2018
Betis,La Liga,Dani Giménez,es ESP,GK,34,1983,4.0,4.0,308.0,0.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,2.2,0.31,2.2,0.64,10.0,38.0,26.3,82.0,8.0,41.5,39.1,9.0,44.4,40.0,39.0,1.0,2.6,0.0,0.0,10.6,2017/2018
Betis,La Liga,Pedro López,es ESP,GK,22,1995,5.0,4.0,412.0,8.0,1.75,18.0,10.0,0.556,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,2.0,0.0,6.9,0.39,-1.1,-0.23,19.0,47.0,40.4,122.0,16.0,27.9,30.6,21.0,61.9,43.9,39.0,3.0,7.7,3.0,0.66,14.5,2017/2018
Barcelona,La Liga,Neto,br BRA,GK,31-165,1989,6.0,6.0,540.0,6.0,1.0,19.0,14.0,0.789,2.0,2.0,2.0,2.0,33.3,2.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,6.6,0.26,0.6,0.1,17.0,35.0,48.6,150.0,30.0,18.7,27.3,41.0,17.1,24.4,52.0,2.0,3.8,4.0,0.67,15.7,2020/2021
Barcelona,La Liga,Marc-André ter Stegen,de GER,GK,28-245,1992,9.0,9.0,810.0,9.0,1.0,36.0,27.0,0.75,5.0,2.0,2.0,3.0,33.3,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,11.0,0.31,2.0,0.23,62.0,94.0,66.0,250.0,47.0,28.0,30.6,52.0,46.2,39.5,53.0,4.0,7.5,8.0,0.89,17.2,2020/2021
Barcelona,La Liga,Neto,br BRA,GK,30,1989,2.0,2.0,180.0,2.0,1.0,3.0,1.0,0.33299999999999996,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,0.5,-0.5,-0.25,4.0,10.0,40.0,47.0,5.0,17.0,24.6,15.0,13.3,22.8,13.0,0.0,0.0,1.0,0.5,11.8,2019/2020
Barcelona,La Liga,Marc-André ter Stegen,de GER,GK,27,1992,36.0,36.0,3240.0,36.0,1.0,110.0,78.0,0.727,24.0,6.0,6.0,14.0,38.9,7.0,6.0,1.0,0.0,36.0,2.0,1.0,0.0,34.8,0.27,-1.2,-0.03,205.0,338.0,60.7,1200.0,177.0,22.8,28.8,219.0,29.7,31.0,266.0,13.0,4.9,27.0,0.75,15.1,2019/2020
Barcelona,La Liga,Jasper Cillessen,nl NED,GK,29,1989,3.0,3.0,270.0,4.0,1.33,13.0,10.0,0.769,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.2,0.25,0.2,0.06,14.0,24.0,58.3,90.0,15.0,18.9,27.5,25.0,28.0,32.1,32.0,1.0,3.1,6.0,2.0,18.3,2018/2019
Barcelona,La Liga,Marc-André ter Stegen,de GER,GK,26,1992,35.0,35.0,3150.0,32.0,0.91,116.0,86.0,0.733,25.0,8.0,2.0,16.0,45.7,1.0,1.0,0.0,0.0,35.0,0.0,3.0,1.0,34.2,0.29,3.2,0.09,142.0,276.0,51.4,863.0,191.0,21.8,29.0,197.0,44.7,40.3,287.0,35.0,12.2,27.0,0.77,16.4,2018/2019
Barcelona,La Liga,Jasper Cillessen,nl NED,GK,28,1989,1.0,1.0,90.0,1.0,1.0,7.0,6.0,0.857,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.18,0.3,0.26,2.0,9.0,22.2,18.0,4.0,33.3,30.1,9.0,33.3,40.8,7.0,1.0,14.3,0.0,0.0,15.0,2017/2018
Barcelona,La Liga,Marc-André ter Stegen,de GER,GK,25,1992,37.0,37.0,3330.0,28.0,0.76,129.0,103.0,0.7979999999999999,27.0,9.0,1.0,19.0,51.4,2.0,2.0,0.0,0.0,37.0,0.0,1.0,0.0,35.7,0.27,7.7,0.21,147.0,308.0,47.7,917.0,126.0,27.0,30.1,98.0,61.2,47.8,290.0,27.0,9.3,22.0,0.59,15.9,2017/2018
Villarreal,La Liga,Sergio Asenjo,es ESP,GK,31-186,1989,16.0,16.0,1440.0,17.0,1.06,43.0,32.0,0.698,6.0,8.0,2.0,4.0,25.0,4.0,4.0,0.0,0.0,16.0,0.0,1.0,1.0,13.0,0.22,-2.0,-0.12,92.0,196.0,46.9,456.0,101.0,31.6,34.2,112.0,46.4,41.1,181.0,21.0,11.6,7.0,0.44,12.7,2020/2021
Villarreal,La Liga,Sergio Asenjo,es ESP,GK,30,1989,34.0,34.0,3060.0,41.0,1.21,142.0,107.0,0.746,17.0,4.0,13.0,11.0,32.4,6.0,5.0,1.0,0.0,34.0,0.0,8.0,1.0,39.5,0.24,-0.5,-0.01,166.0,451.0,36.8,759.0,150.0,39.3,37.2,280.0,54.6,44.8,354.0,20.0,5.6,18.0,0.53,13.9,2019/2020
Villarreal,La Liga,Andrés Fernández,es ESP,GK,32,1986,4.0,4.0,360.0,8.0,2.0,17.0,13.0,0.706,1.0,2.0,1.0,1.0,25.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,6.8,0.26,-0.2,-0.04,23.0,55.0,41.8,108.0,15.0,31.5,30.9,44.0,47.7,40.6,46.0,2.0,4.3,1.0,0.25,11.9,2019/2020
Villarreal,La Liga,Sergio Asenjo,es ESP,GK,29,1989,32.0,32.0,2880.0,45.0,1.41,164.0,124.0,0.738,7.0,12.0,13.0,9.0,28.1,4.0,2.0,1.0,1.0,32.0,2.0,4.0,3.0,46.2,0.27,4.2,0.13,187.0,460.0,40.7,554.0,128.0,50.9,42.7,251.0,70.9,55.4,388.0,39.0,10.1,21.0,0.66,14.7,2018/2019
Villarreal,La Liga,Andrés Fernández,es ESP,GK,31,1986,6.0,6.0,540.0,7.0,1.17,22.0,16.0,0.727,3.0,2.0,1.0,2.0,33.3,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,8.6,0.34,1.6,0.26,52.0,105.0,49.5,138.0,18.0,51.4,42.2,49.0,69.4,50.3,70.0,5.0,7.1,6.0,1.0,14.9,2018/2019
Villarreal,La Liga,Sergio Asenjo,es ESP,GK,28,1989,23.0,23.0,2070.0,30.0,1.3,89.0,62.0,0.6970000000000001,12.0,3.0,8.0,6.0,26.1,5.0,3.0,2.0,0.0,23.0,1.0,3.0,0.0,32.5,0.32,2.5,0.11,102.0,282.0,36.2,360.0,86.0,52.2,41.5,109.0,86.2,61.3,284.0,24.0,8.5,16.0,0.7,14.3,2017/2018
Villarreal,La Liga,Mariano Barbosa,ar ARG,GK,33,1984,13.0,12.0,1125.0,14.0,1.12,47.0,34.0,0.723,6.0,3.0,3.0,5.0,41.7,1.0,1.0,0.0,0.0,12.5,0.0,2.0,0.0,13.6,0.27,-0.4,-0.03,35.0,123.0,28.5,190.0,40.0,34.7,34.7,63.0,90.5,62.4,150.0,15.0,10.0,3.0,0.24,13.7,2017/2018
Villarreal,La Liga,Andrés Fernández,es ESP,GK,30,1986,3.0,3.0,225.0,6.0,2.4,15.0,10.0,0.667,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,0.0,5.3,0.33,-0.7,-0.28,9.0,26.0,34.6,35.0,4.0,45.7,38.3,15.0,66.7,50.1,25.0,3.0,12.0,1.0,0.4,14.5,2017/2018
Valladolid,La Liga,Jordi Masip,es ESP,GK,31-363,1989,10.0,10.0,900.0,14.0,1.4,41.0,30.0,0.732,3.0,4.0,3.0,1.0,10.0,3.0,3.0,0.0,0.0,10.0,1.0,3.0,0.0,15.8,0.31,1.8,0.18,74.0,225.0,32.9,210.0,31.0,67.6,49.8,95.0,87.4,63.3,120.0,6.0,5.0,6.0,0.6,13.1,2020/2021
Valladolid,La Liga,Roberto,es ESP,GK,34-325,1986,6.0,6.0,540.0,10.0,1.67,25.0,17.0,0.68,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,10.1,0.33,0.1,0.01,39.0,130.0,30.0,136.0,24.0,62.5,51.1,52.0,86.5,68.8,58.0,5.0,8.6,5.0,0.83,14.8,2020/2021
Valladolid,La Liga,Churripi,es ESP,GK,25,1994,3.0,3.0,244.0,3.0,1.11,13.0,10.0,0.769,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,2.7,0.0,2.0,0.0,3.1,0.24,0.1,0.04,18.0,80.0,22.5,75.0,11.0,78.7,55.3,24.0,87.5,67.6,25.0,3.0,12.0,3.0,1.11,13.7,2019/2020
Valladolid,La Liga,Jordi Masip,es ESP,GK,30,1989,35.0,35.0,3150.0,39.0,1.11,121.0,88.0,0.727,8.0,15.0,12.0,11.0,31.4,7.0,6.0,1.0,0.0,35.0,2.0,3.0,0.0,45.2,0.33,6.2,0.18,246.0,750.0,32.8,717.0,118.0,66.2,48.3,337.0,81.6,59.0,369.0,17.0,4.6,11.0,0.31,11.8,2019/2020
Valladolid,La Liga,Samuel Pérez,es ESP,GK,22,1997,1.0,0.0,26.0,1.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.9,0.0,-0.1,-0.22,2.0,7.0,28.6,2.0,0.0,100.0,56.5,5.0,100.0,69.2,1.0,0.0,0.0,0.0,0.0,0.0,2019/2020
Valladolid,La Liga,Jordi Masip,es ESP,GK,29,1989,35.0,35.0,3150.0,45.0,1.29,140.0,102.0,0.7140000000000001,10.0,9.0,16.0,9.0,25.7,8.0,5.0,3.0,0.0,35.0,0.0,8.0,2.0,47.0,0.29,4.0,0.11,260.0,800.0,32.5,815.0,163.0,62.1,46.2,329.0,89.4,65.2,397.0,22.0,5.5,10.0,0.29,12.3,2018/2019
Valladolid,La Liga,Yoel,es ESP,GK,29,1988,3.0,3.0,270.0,6.0,2.0,11.0,6.0,0.545,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.9,0.36,-1.1,-0.37,28.0,76.0,36.8,79.0,7.0,74.7,52.6,18.0,94.4,69.8,24.0,1.0,4.2,3.0,1.0,14.1,2018/2019
Eibar,La Liga,Marko Dmitrović,rs SRB,GK,28-342,1992,16.0,16.0,1440.0,16.0,1.0,58.0,41.0,0.7240000000000001,3.0,7.0,6.0,6.0,37.5,2.0,0.0,1.0,1.0,16.0,0.0,1.0,0.0,17.8,0.29,1.8,0.11,147.0,398.0,36.9,407.0,43.0,71.7,56.2,113.0,93.8,74.6,139.0,8.0,5.8,14.0,0.88,15.3,2020/2021
Eibar,La Liga,Marko Dmitrović,rs SRB,GK,27,1992,35.0,35.0,3150.0,51.0,1.46,113.0,67.0,0.584,9.0,9.0,17.0,10.0,28.6,5.0,4.0,1.0,0.0,35.0,2.0,3.0,1.0,44.1,0.36,-5.9,-0.17,273.0,842.0,32.4,817.0,91.0,74.1,58.3,245.0,96.7,76.4,274.0,20.0,7.3,48.0,1.37,17.4,2019/2020
Eibar,La Liga,Yoel,es ESP,GK,30,1988,4.0,4.0,270.0,5.0,1.67,14.0,9.0,0.643,2.0,0.0,1.0,1.0,25.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.8,0.21,-1.2,-0.39,38.0,80.0,47.5,69.0,6.0,82.6,59.1,24.0,95.8,72.4,29.0,1.0,3.4,3.0,1.0,13.3,2019/2020
Eibar,La Liga,Marko Dmitrović,rs SRB,GK,26,1992,24.0,24.0,2160.0,30.0,1.25,81.0,54.0,0.667,9.0,6.0,9.0,5.0,20.8,4.0,3.0,1.0,0.0,24.0,2.0,3.0,0.0,27.6,0.31,-2.4,-0.1,206.0,577.0,35.7,593.0,67.0,73.2,55.4,155.0,92.3,74.2,183.0,15.0,8.2,39.0,1.63,17.0,2018/2019
Eibar,La Liga,Asier Riesgo,es ESP,GK,34,1983,15.0,14.0,1260.0,20.0,1.43,45.0,26.0,0.556,2.0,8.0,4.0,4.0,28.6,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,18.1,0.41,-0.9,-0.06,132.0,293.0,45.1,305.0,42.0,71.1,50.2,79.0,96.2,65.7,102.0,10.0,9.8,20.0,1.43,16.5,2018/2019
Eibar,La Liga,Marko Dmitrović,rs SRB,GK,25,1992,36.0,36.0,3240.0,49.0,1.36,121.0,80.0,0.628,13.0,8.0,15.0,10.0,27.8,4.0,4.0,0.0,0.0,36.0,2.0,3.0,4.0,41.3,0.32,-3.7,-0.1,265.0,719.0,36.9,789.0,73.0,74.3,56.1,137.0,97.1,78.0,248.0,35.0,14.1,59.0,1.64,18.0,2017/2018
Eibar,La Liga,Asier Riesgo,es ESP,GK,33,1983,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.6,0.4,0.6,0.62,10.0,28.0,35.7,19.0,1.0,100.0,60.3,9.0,100.0,67.3,16.0,3.0,18.8,0.0,0.0,7.0,2017/2018
Eibar,La Liga,Yoel,es ESP,GK,28,1988,1.0,1.0,90.0,1.0,1.0,5.0,5.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.16,0.8,0.8,9.0,25.0,36.0,22.0,1.0,95.5,58.4,4.0,100.0,65.3,13.0,1.0,7.7,3.0,3.0,16.3,2017/2018
Athletic Club,La Liga,Unai Simón,es ESP,GK,23-203,1997,15.0,15.0,1350.0,18.0,1.2,36.0,22.0,0.583,5.0,3.0,7.0,3.0,20.0,3.0,3.0,0.0,0.0,15.0,0.0,3.0,1.0,14.3,0.32,-2.7,-0.18,124.0,290.0,42.8,370.0,67.0,51.9,43.1,105.0,93.3,67.5,142.0,8.0,5.6,11.0,0.73,14.3,2020/2021
Athletic Club,La Liga,Iago Herrerín,es ESP,GK,31,1988,5.0,4.0,425.0,9.0,1.91,18.0,9.0,0.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.0,1.0,0.0,6.3,0.36,-2.7,-0.57,44.0,110.0,40.0,139.0,28.0,61.9,46.4,30.0,80.0,58.3,41.0,6.0,14.6,0.0,0.0,10.5,2019/2020
Athletic Club,La Liga,Unai Simón,es ESP,GK,22,1997,34.0,34.0,2991.0,29.0,0.87,103.0,78.0,0.767,13.0,9.0,12.0,12.0,35.3,7.0,5.0,0.0,2.0,33.2,1.0,3.0,2.0,36.8,0.32,9.8,0.29,319.0,761.0,41.9,839.0,140.0,61.7,47.2,268.0,90.7,66.4,343.0,23.0,6.7,18.0,0.54,14.3,2019/2020
Athletic Club,La Liga,Iago Herrerín,es ESP,GK,30,1988,31.0,31.0,2790.0,32.0,1.03,85.0,56.0,0.659,12.0,10.0,9.0,10.0,32.3,3.0,3.0,0.0,0.0,31.0,0.0,4.0,0.0,27.5,0.3,-4.5,-0.15,352.0,767.0,45.9,777.0,85.0,73.1,52.6,213.0,93.4,69.1,299.0,22.0,7.4,26.0,0.84,16.0,2018/2019
Athletic Club,La Liga,Unai Simón,es ESP,GK,21,1997,7.0,7.0,630.0,13.0,1.86,31.0,20.0,0.645,1.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,0.0,12.0,0.33,-1.0,-0.15,42.0,108.0,38.9,132.0,31.0,47.0,39.8,51.0,90.2,65.9,60.0,7.0,11.7,2.0,0.29,13.5,2018/2019
Athletic Club,La Liga,Kepa Arrizabalaga,es ESP,GK,22,1994,30.0,30.0,2700.0,43.0,1.43,135.0,96.0,0.6890000000000001,7.0,9.0,14.0,7.0,23.3,3.0,1.0,2.0,0.0,30.0,3.0,5.0,3.0,42.9,0.3,2.9,0.1,280.0,587.0,47.7,728.0,67.0,64.0,46.9,134.0,90.3,64.1,271.0,24.0,8.9,14.0,0.47,15.3,2017/2018
Athletic Club,La Liga,Iago Herrerín,es ESP,GK,29,1988,8.0,8.0,720.0,6.0,0.75,26.0,22.0,0.846,3.0,4.0,1.0,4.0,50.0,3.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,8.2,0.22,2.2,0.28,82.0,173.0,47.4,199.0,21.0,69.8,48.8,36.0,94.4,65.9,86.0,6.0,7.0,5.0,0.63,14.6,2017/2018
Real Sociedad,La Liga,Álex Remiro,es ESP,GK,25-282,1995,16.0,16.0,1440.0,12.0,0.75,38.0,28.0,0.737,7.0,5.0,4.0,7.0,43.8,3.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,11.7,0.24,-0.3,-0.02,116.0,238.0,48.7,424.0,53.0,42.7,37.5,90.0,63.3,50.7,115.0,9.0,7.8,10.0,0.63,15.4,2020/2021
