squad,League,player,nationality,position,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season
Crystal Palace,Premier League,Vicente Guaita,es ESP,GK,33-356,1987,16.0,16.0,1440.0,29.0,1.81,74.0,46.0,0.649,5.0,4.0,7.0,1.0,6.3,4.0,3.0,1.0,0.0,16.0,0.0,2.0,0.0,27.4,0.33,-1.6,-0.1,99.0,300.0,33.0,312.0,61.0,59.9,44.9,133.0,85.0,60.3,159.0,9.0,5.7,10.0,0.63,14.5,2020/2021
Crystal Palace,Premier League,Vicente Guaita,es ESP,GK,32,1987,35.0,35.0,3150.0,42.0,1.2,147.0,106.0,0.7140000000000001,11.0,9.0,15.0,10.0,28.6,1.0,0.0,0.0,1.0,35.0,0.0,5.0,2.0,46.8,0.33,6.8,0.19,225.0,674.0,33.4,780.0,163.0,57.4,44.3,273.0,82.8,61.9,331.0,30.0,9.1,16.0,0.46,13.0,2019/2020
Crystal Palace,Premier League,Wayne Hennessey,wal WAL,GK,32,1987,3.0,3.0,270.0,8.0,2.67,22.0,14.0,0.636,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,8.8,0.4,0.8,0.28,31.0,88.0,35.2,64.0,6.0,82.8,56.2,39.0,89.7,67.2,35.0,3.0,8.6,1.0,0.33,14.7,2019/2020
Crystal Palace,Premier League,Vicente Guaita,es ESP,GK,31,1987,20.0,20.0,1755.0,23.0,1.18,82.0,60.0,0.732,10.0,4.0,6.0,7.0,35.0,1.0,1.0,0.0,0.0,19.5,0.0,2.0,1.0,20.9,0.25,-1.1,-0.06,134.0,418.0,32.1,401.0,84.0,60.6,47.4,191.0,91.6,64.0,200.0,17.0,8.5,4.0,0.21,12.2,2018/2019
Crystal Palace,Premier League,Wayne Hennessey,wal WAL,GK,31,1987,18.0,17.0,1575.0,26.0,1.49,65.0,42.0,0.6459999999999999,4.0,3.0,10.0,5.0,29.4,4.0,3.0,1.0,0.0,17.5,1.0,5.0,0.0,22.0,0.3,-4.0,-0.23,114.0,339.0,33.6,355.0,57.0,62.8,49.6,133.0,87.2,69.9,187.0,10.0,5.3,13.0,0.74,15.9,2018/2019
Crystal Palace,Premier League,Julián Speroni,ar ARG,GK,39,1979,1.0,1.0,90.0,4.0,4.0,9.0,5.0,0.556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.7,0.41,-0.3,-0.29,13.0,33.0,39.4,23.0,3.0,95.7,57.7,13.0,84.6,57.8,9.0,0.0,0.0,0.0,0.0,10.6,2018/2019
Crystal Palace,Premier League,Wayne Hennessey,wal WAL,GK,30,1987,27.0,27.0,2430.0,41.0,1.52,128.0,90.0,0.688,8.0,6.0,13.0,7.0,25.9,1.0,1.0,0.0,0.0,27.0,1.0,7.0,2.0,39.3,0.31,0.3,0.01,193.0,508.0,38.0,482.0,75.0,71.2,54.1,173.0,95.4,75.2,308.0,25.0,8.1,14.0,0.52,13.9,2017/2018
Crystal Palace,Premier League,Julián Speroni,ar ARG,GK,38,1979,11.0,11.0,990.0,14.0,1.27,40.0,27.0,0.675,3.0,5.0,3.0,2.0,18.2,1.0,1.0,0.0,0.0,11.0,0.0,4.0,0.0,10.9,0.25,-3.1,-0.28,58.0,180.0,32.2,178.0,15.0,71.3,50.0,54.0,98.1,62.0,140.0,8.0,5.7,5.0,0.45,12.0,2017/2018
Chelsea,Premier League,Kepa Arrizabalaga,es ESP,GK,26-089,1994,3.0,3.0,270.0,6.0,2.0,14.0,8.0,0.5710000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.8,0.34,-1.2,-0.42,21.0,40.0,52.5,79.0,17.0,34.2,32.2,27.0,48.1,40.0,27.0,4.0,14.8,0.0,0.0,14.0,2020/2021
Chelsea,Premier League,Willy Caballero,ar ARG,GK,39-094,1981,1.0,1.0,90.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5,0.49,-1.5,-1.54,1.0,3.0,33.3,20.0,2.0,15.0,24.6,6.0,0.0,19.7,8.0,0.0,0.0,2.0,2.0,22.0,2020/2021
Chelsea,Premier League,Edouard Mendy,sn SEN,GK,28-305,1992,12.0,12.0,1080.0,9.0,0.75,27.0,20.0,0.741,6.0,3.0,3.0,6.0,50.0,2.0,2.0,0.0,0.0,12.0,1.0,2.0,0.0,8.4,0.25,-0.6,-0.05,71.0,141.0,50.4,323.0,35.0,33.1,31.4,71.0,47.9,37.6,99.0,6.0,6.1,10.0,0.83,16.9,2020/2021
Chelsea,Premier League,Kepa Arrizabalaga,es ESP,GK,24,1994,33.0,33.0,2970.0,47.0,1.42,99.0,55.0,0.545,18.0,4.0,11.0,8.0,24.2,2.0,2.0,0.0,0.0,33.0,2.0,8.0,2.0,35.5,0.35,-9.5,-0.29,142.0,333.0,42.6,887.0,145.0,28.2,31.8,199.0,41.7,39.1,238.0,18.0,7.6,21.0,0.64,15.9,2019/2020
Chelsea,Premier League,Willy Caballero,ar ARG,GK,37,1981,5.0,5.0,450.0,7.0,1.4,16.0,10.0,0.563,2.0,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,5.9,0.37,-0.1,-0.02,32.0,74.0,43.2,137.0,15.0,45.3,35.8,28.0,42.9,36.8,20.0,0.0,0.0,2.0,0.4,12.4,2019/2020
Chelsea,Premier League,Kepa Arrizabalaga,es ESP,GK,23,1994,36.0,36.0,3240.0,39.0,1.08,117.0,78.0,0.675,20.0,8.0,8.0,14.0,38.9,2.0,1.0,1.0,0.0,36.0,0.0,6.0,0.0,37.6,0.31,-1.4,-0.04,175.0,313.0,55.9,888.0,164.0,22.4,29.0,248.0,46.0,41.4,250.0,19.0,7.6,23.0,0.64,15.9,2018/2019
Chelsea,Premier League,Willy Caballero,ar ARG,GK,36,1981,2.0,2.0,180.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.14,0.4,0.2,14.0,26.0,53.8,47.0,9.0,29.8,31.1,16.0,75.0,48.9,18.0,4.0,22.2,0.0,0.0,8.8,2018/2019
Chelsea,Premier League,Willy Caballero,ar ARG,GK,35,1981,3.0,3.0,270.0,4.0,1.33,11.0,7.0,0.636,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.3,0.33,-0.7,-0.24,11.0,32.0,34.4,74.0,9.0,33.8,32.2,9.0,77.8,55.2,23.0,1.0,4.3,2.0,0.67,18.5,2017/2018
Chelsea,Premier League,Thibaut Courtois,be BEL,GK,25,1992,35.0,35.0,3150.0,34.0,0.97,103.0,73.0,0.6890000000000001,20.0,6.0,9.0,15.0,42.9,2.0,2.0,0.0,0.0,35.0,0.0,1.0,2.0,31.2,0.3,-0.8,-0.02,138.0,388.0,35.6,845.0,158.0,34.2,36.3,152.0,65.1,56.8,318.0,39.0,12.3,18.0,0.51,15.1,2017/2018
Southampton,Premier League,Alex McCarthy,eng ENG,GK,31-028,1989,16.0,16.0,1440.0,19.0,1.19,63.0,45.0,0.73,7.0,5.0,4.0,7.0,43.8,2.0,2.0,0.0,0.0,16.0,0.0,2.0,0.0,20.5,0.3,1.5,0.1,78.0,274.0,28.5,500.0,61.0,44.6,36.6,75.0,68.0,49.6,134.0,11.0,8.2,10.0,0.63,15.4,2020/2021
Southampton,Premier League,Angus Gunn,eng ENG,GK,23,1996,10.0,10.0,900.0,25.0,2.5,53.0,30.0,0.5660000000000001,2.0,2.0,6.0,2.0,20.0,2.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,18.1,0.31,-6.9,-0.69,46.0,190.0,24.2,177.0,24.0,68.9,50.4,79.0,86.1,60.4,81.0,6.0,7.4,8.0,0.8,16.4,2019/2020
Southampton,Premier League,Alex McCarthy,eng ENG,GK,29,1989,28.0,28.0,2520.0,35.0,1.25,110.0,77.0,0.691,13.0,5.0,10.0,7.0,25.0,2.0,1.0,1.0,0.0,28.0,0.0,4.0,1.0,40.5,0.36,6.5,0.23,197.0,556.0,35.4,638.0,74.0,63.9,48.0,177.0,83.6,61.4,259.0,20.0,7.7,14.0,0.5,14.7,2019/2020
Southampton,Premier League,Fraser Forster,eng ENG,GK,30,1988,1.0,1.0,90.0,3.0,3.0,6.0,3.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9,0.32,-1.1,-1.08,5.0,18.0,27.8,16.0,4.0,68.8,47.9,7.0,100.0,74.3,4.0,0.0,0.0,0.0,0.0,10.0,2018/2019
Southampton,Premier League,Angus Gunn,eng ENG,GK,22,1996,12.0,12.0,1080.0,18.0,1.5,48.0,30.0,0.625,4.0,4.0,4.0,3.0,25.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0.0,15.7,0.32,-2.3,-0.19,73.0,257.0,28.4,215.0,15.0,80.0,55.9,92.0,92.4,67.4,103.0,7.0,6.8,8.0,0.67,13.8,2018/2019
Southampton,Premier League,Alex McCarthy,eng ENG,GK,28,1989,25.0,25.0,2250.0,44.0,1.76,116.0,77.0,0.638,5.0,8.0,12.0,4.0,16.0,2.0,2.0,0.0,0.0,25.0,0.0,4.0,3.0,37.1,0.31,-3.9,-0.16,126.0,434.0,29.0,460.0,77.0,61.7,48.5,177.0,84.7,64.3,248.0,23.0,9.3,11.0,0.44,14.4,2018/2019
Southampton,Premier League,Fraser Forster,eng ENG,GK,29,1988,20.0,20.0,1800.0,30.0,1.5,96.0,66.0,0.688,4.0,7.0,9.0,4.0,20.0,1.0,0.0,1.0,0.0,20.0,1.0,3.0,1.0,27.4,0.28,-1.6,-0.08,86.0,301.0,28.6,317.0,52.0,63.1,49.6,115.0,87.8,66.1,189.0,12.0,6.3,7.0,0.35,12.9,2017/2018
Southampton,Premier League,Alex McCarthy,eng ENG,GK,27,1989,18.0,18.0,1620.0,26.0,1.44,64.0,39.0,0.609,3.0,8.0,7.0,4.0,22.2,1.0,1.0,0.0,0.0,18.0,0.0,4.0,0.0,22.8,0.35,-3.2,-0.18,83.0,272.0,30.5,245.0,39.0,67.3,50.4,110.0,97.3,68.8,207.0,24.0,11.6,4.0,0.22,12.6,2017/2018
Fulham,Premier League,Alphonse Areola,fr FRA,GK,27-308,1993,14.0,14.0,1260.0,21.0,1.5,69.0,53.0,0.768,2.0,5.0,7.0,3.0,21.4,5.0,5.0,0.0,0.0,14.0,0.0,1.0,0.0,23.8,0.29,3.8,0.27,73.0,178.0,41.0,264.0,65.0,43.6,36.7,95.0,66.3,47.9,130.0,19.0,14.6,8.0,0.57,13.2,2020/2021
Fulham,Premier League,Marek Rodák,sk SVK,GK,24-018,1996,1.0,1.0,90.0,3.0,3.0,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.61,-0.5,-0.55,6.0,12.0,50.0,22.0,3.0,40.9,35.8,4.0,75.0,56.0,9.0,0.0,0.0,1.0,1.0,11.8,2020/2021
Fulham,Premier League,Marcus Bettinelli,eng ENG,GK,26,1992,7.0,7.0,630.0,20.0,2.86,38.0,19.0,0.5,1.0,2.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,16.9,0.4,-3.1,-0.44,60.0,141.0,42.6,173.0,28.0,50.9,42.2,64.0,82.8,59.0,72.0,7.0,9.7,4.0,0.57,14.7,2018/2019
Fulham,Premier League,Fabricio,es ESP,GK,30,1987,2.0,2.0,180.0,5.0,2.5,23.0,18.0,0.7829999999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.1,0.27,1.1,0.55,13.0,26.0,50.0,42.0,12.0,42.9,36.8,8.0,100.0,57.1,19.0,0.0,0.0,2.0,1.0,16.4,2018/2019
Fulham,Premier League,Sergio Rico,es ESP,GK,24,1993,29.0,29.0,2610.0,56.0,1.93,161.0,110.0,0.677,6.0,3.0,20.0,5.0,17.2,4.0,4.0,0.0,0.0,29.0,0.0,8.0,2.0,52.7,0.31,-1.3,-0.04,259.0,621.0,41.7,618.0,91.0,63.3,46.1,273.0,84.2,60.5,306.0,24.0,7.8,11.0,0.38,12.9,2018/2019
Liverpool,Premier League,Adrián,es ESP,GK,33-363,1987,2.0,2.0,180.0,9.0,4.5,16.0,7.0,0.43799999999999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.1,0.45,-1.9,-0.93,9.0,25.0,36.0,48.0,14.0,37.5,36.0,14.0,50.0,38.7,18.0,2.0,11.1,0.0,0.0,12.3,2020/2021
Liverpool,Premier League,Alisson,br BRA,GK,28-090,1992,13.0,13.0,1170.0,11.0,0.85,36.0,27.0,0.75,8.0,5.0,0.0,4.0,30.8,5.0,2.0,1.0,2.0,13.0,0.0,2.0,0.0,13.1,0.32,2.1,0.16,49.0,112.0,43.8,327.0,56.0,26.6,31.9,71.0,35.2,35.6,82.0,5.0,6.1,13.0,1.0,17.3,2020/2021
Liverpool,Premier League,Caoimhin Kelleher,ie IRL,GK,22-038,1998,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.3,0.9,0.91,4.0,10.0,40.0,23.0,3.0,34.8,34.2,5.0,40.0,35.0,13.0,2.0,15.4,0.0,0.0,17.0,2020/2021
Liverpool,Premier League,Adrián,es ESP,GK,32,1987,11.0,9.0,875.0,10.0,1.03,28.0,17.0,0.643,9.0,0.0,0.0,2.0,22.2,0.0,0.0,0.0,0.0,9.7,1.0,1.0,0.0,9.0,0.32,-1.0,-0.11,60.0,142.0,42.3,246.0,49.0,44.3,38.3,68.0,48.5,40.2,91.0,8.0,8.8,7.0,0.72,13.0,2019/2020
Liverpool,Premier League,Alisson,br BRA,GK,26,1992,29.0,29.0,2543.0,23.0,0.81,79.0,58.0,0.722,23.0,3.0,3.0,13.0,44.8,1.0,1.0,0.0,0.0,28.3,0.0,1.0,1.0,22.6,0.28,0.6,0.02,138.0,255.0,54.1,755.0,132.0,24.9,31.7,170.0,39.4,38.8,197.0,16.0,8.1,37.0,1.31,17.5,2019/2020
Liverpool,Premier League,Alisson,br BRA,GK,25,1992,38.0,38.0,3420.0,22.0,0.58,96.0,74.0,0.7709999999999999,30.0,7.0,1.0,21.0,55.3,1.0,0.0,0.0,1.0,38.0,0.0,5.0,0.0,26.8,0.28,4.8,0.13,196.0,394.0,49.7,1054.0,197.0,27.0,32.4,208.0,52.4,46.3,278.0,22.0,7.9,37.0,0.97,16.6,2018/2019
Liverpool,Premier League,Loris Karius,de GER,GK,24,1993,19.0,19.0,1710.0,14.0,0.74,42.0,30.0,0.7140000000000001,11.0,5.0,3.0,10.0,52.6,3.0,2.0,1.0,0.0,19.0,0.0,3.0,0.0,15.2,0.31,1.2,0.06,63.0,205.0,30.7,480.0,87.0,35.2,35.4,53.0,67.9,53.4,161.0,15.0,9.3,12.0,0.63,15.9,2017/2018
Liverpool,Premier League,Simon Mignolet,be BEL,GK,29,1988,19.0,19.0,1710.0,24.0,1.26,57.0,35.0,0.614,10.0,7.0,2.0,7.0,36.8,3.0,2.0,1.0,0.0,19.0,0.0,3.0,0.0,20.6,0.33,-3.4,-0.18,56.0,190.0,29.5,460.0,83.0,35.4,34.6,59.0,45.8,44.3,148.0,12.0,8.1,13.0,0.68,15.3,2017/2018
Manchester City,Premier League,Ederson,br BRA,GK,27-136,1993,14.0,14.0,1260.0,12.0,0.86,32.0,24.0,0.75,7.0,5.0,2.0,7.0,50.0,4.0,4.0,0.0,0.0,14.0,0.0,2.0,1.0,10.8,0.23,-0.2,-0.01,59.0,124.0,47.6,345.0,53.0,24.3,31.6,75.0,53.3,47.0,78.0,5.0,6.4,13.0,0.93,16.4,2020/2021
Manchester City,Premier League,Claudio Bravo,cl CHI,GK,36,1983,4.0,3.0,347.0,7.0,1.82,15.0,8.0,0.5329999999999999,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,4.2,0.28,-2.8,-0.72,19.0,47.0,40.4,104.0,13.0,27.9,31.5,28.0,64.3,48.2,35.0,3.0,8.6,1.0,0.26,12.4,2019/2020
Manchester City,Premier League,Ederson,br BRA,GK,25,1993,35.0,35.0,3071.0,28.0,0.82,92.0,65.0,0.728,24.0,3.0,8.0,16.0,45.7,3.0,3.0,0.0,0.0,34.1,1.0,4.0,1.0,29.5,0.3,2.5,0.07,127.0,248.0,51.2,924.0,161.0,21.9,29.7,139.0,33.1,35.0,172.0,12.0,7.0,38.0,1.11,17.6,2019/2020
Manchester City,Premier League,Ederson,br BRA,GK,24,1993,38.0,38.0,3420.0,23.0,0.61,76.0,57.0,0.75,32.0,2.0,4.0,20.0,52.6,4.0,4.0,0.0,0.0,38.0,1.0,5.0,0.0,26.9,0.32,3.9,0.1,137.0,277.0,49.5,901.0,172.0,21.5,29.7,170.0,48.8,49.4,177.0,17.0,9.6,27.0,0.71,17.1,2018/2019
Manchester City,Premier League,Claudio Bravo,cl CHI,GK,34,1983,3.0,2.0,226.0,1.0,0.4,5.0,4.0,0.8,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.4,0.29,0.4,0.17,2.0,7.0,28.6,49.0,8.0,8.2,25.8,4.0,75.0,52.8,14.0,0.0,0.0,3.0,1.2,18.9,2017/2018
Manchester City,Premier League,Ederson,br BRA,GK,23,1993,36.0,36.0,3194.0,26.0,0.73,79.0,54.0,0.6709999999999999,30.0,4.0,2.0,16.0,44.4,3.0,0.0,2.0,1.0,35.5,1.0,1.0,1.0,22.6,0.28,-2.4,-0.07,112.0,207.0,54.1,850.0,125.0,18.8,27.9,75.0,62.7,54.7,178.0,25.0,14.0,47.0,1.32,19.0,2017/2018
Wolves,Premier League,Rui Patrício,pt POR,GK,32-320,1988,16.0,16.0,1440.0,21.0,1.31,49.0,33.0,0.633,6.0,3.0,7.0,4.0,25.0,4.0,3.0,1.0,0.0,16.0,1.0,3.0,2.0,15.8,0.26,-3.2,-0.2,109.0,223.0,48.9,229.0,56.0,56.8,41.8,117.0,79.5,51.9,184.0,16.0,8.7,1.0,0.06,11.3,2020/2021
Wolves,Premier League,Rui Patrício,pt POR,GK,31,1988,38.0,38.0,3420.0,40.0,1.05,120.0,80.0,0.675,15.0,14.0,9.0,13.0,34.2,3.0,1.0,2.0,0.0,38.0,1.0,7.0,1.0,40.2,0.32,1.2,0.03,282.0,583.0,48.4,580.0,124.0,59.7,44.6,282.0,84.0,55.6,349.0,15.0,4.3,8.0,0.21,12.4,2019/2020
Wolves,Premier League,Will Norris,eng ENG,GK,24,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018/2019
Wolves,Premier League,Rui Patrício,pt POR,GK,30,1988,37.0,37.0,3330.0,46.0,1.24,138.0,98.0,0.688,15.0,9.0,13.0,8.0,21.6,4.0,3.0,0.0,1.0,37.0,1.0,7.0,3.0,39.9,0.28,-3.1,-0.08,242.0,572.0,42.3,560.0,107.0,60.9,43.7,275.0,84.0,57.5,306.0,20.0,6.5,13.0,0.35,12.8,2018/2019
Wolves,Premier League,John Ruddy,eng ENG,GK,31,1986,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.29,0.9,0.87,7.0,13.0,53.8,14.0,3.0,50.0,41.8,7.0,85.7,54.6,9.0,1.0,11.1,0.0,0.0,8.0,2018/2019
West Brom,Premier League,Sam Johnstone,eng ENG,GK,27-281,1993,16.0,16.0,1440.0,35.0,2.19,94.0,66.0,0.67,1.0,5.0,10.0,2.0,12.5,5.0,4.0,1.0,0.0,16.0,0.0,5.0,3.0,35.2,0.34,3.2,0.2,139.0,370.0,37.6,397.0,73.0,65.2,48.7,132.0,84.1,58.4,161.0,10.0,6.2,10.0,0.63,14.3,2020/2021
West Brom,Premier League,Ben Foster,eng ENG,GK,34,1983,37.0,37.0,3330.0,55.0,1.49,152.0,99.0,0.645,6.0,12.0,19.0,10.0,27.0,1.0,1.0,0.0,0.0,37.0,3.0,7.0,1.0,50.1,0.33,-3.9,-0.11,267.0,711.0,37.6,670.0,51.0,75.2,53.9,213.0,97.2,72.2,463.0,28.0,6.0,15.0,0.41,14.1,2017/2018
West Brom,Premier League,Boaz Myhill,wal WAL,GK,34,1982,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.43,0.3,0.28,6.0,12.0,50.0,10.0,0.0,80.0,49.9,5.0,80.0,53.4,15.0,2.0,13.3,0.0,0.0,6.0,2017/2018
Leicester City,Premier League,Kasper Schmeichel,dk DEN,GK,34-056,1986,16.0,16.0,1440.0,20.0,1.25,67.0,47.0,0.716,9.0,2.0,5.0,5.0,31.3,1.0,1.0,0.0,0.0,16.0,0.0,6.0,1.0,20.7,0.3,1.7,0.11,100.0,244.0,41.0,426.0,73.0,44.6,39.8,94.0,57.4,46.8,124.0,10.0,8.1,5.0,0.31,12.1,2020/2021
Leicester City,Premier League,Kasper Schmeichel,dk DEN,GK,32,1986,38.0,38.0,3420.0,41.0,1.08,126.0,95.0,0.738,18.0,8.0,12.0,13.0,34.2,10.0,8.0,2.0,0.0,38.0,0.0,7.0,2.0,42.2,0.28,3.2,0.08,239.0,488.0,49.0,936.0,151.0,39.9,37.4,242.0,47.5,40.8,293.0,10.0,3.4,27.0,0.71,15.7,2019/2020
Leicester City,Premier League,Kasper Schmeichel,dk DEN,GK,31,1986,38.0,38.0,3420.0,48.0,1.26,139.0,96.0,0.691,15.0,7.0,16.0,10.0,26.3,5.0,5.0,0.0,0.0,38.0,0.0,7.0,0.0,46.4,0.3,-1.6,-0.04,329.0,692.0,47.5,903.0,108.0,51.3,41.9,305.0,75.1,57.4,338.0,34.0,10.1,16.0,0.42,14.2,2018/2019
Leicester City,Premier League,Ben Hamer,eng ENG,GK,29,1987,4.0,3.0,275.0,7.0,2.29,13.0,7.0,0.5379999999999999,0.0,1.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,3.1,0.0,0.0,0.0,4.7,0.3,-2.3,-0.76,14.0,35.0,40.0,56.0,13.0,46.4,42.3,10.0,90.0,64.7,28.0,1.0,3.6,0.0,0.0,15.2,2017/2018
Leicester City,Premier League,Eldin Jakupović,ch SUI,GK,32,1984,2.0,2.0,180.0,6.0,3.0,13.0,8.0,0.5379999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.43,0.0,0.0,10.0,26.0,38.5,33.0,7.0,60.6,53.6,7.0,85.7,66.4,19.0,1.0,5.3,4.0,2.0,15.6,2017/2018
Leicester City,Premier League,Kasper Schmeichel,dk DEN,GK,30,1986,33.0,33.0,2965.0,47.0,1.43,135.0,90.0,0.659,11.0,10.0,12.0,8.0,24.2,3.0,1.0,2.0,0.0,32.9,3.0,10.0,1.0,39.3,0.28,-6.7,-0.2,258.0,694.0,37.2,739.0,79.0,66.4,49.9,210.0,96.7,72.2,338.0,31.0,9.2,28.0,0.85,15.9,2017/2018
Tottenham,Premier League,Hugo Lloris,fr FRA,GK,34-005,1986,15.0,15.0,1350.0,15.0,1.0,57.0,48.0,0.807,7.0,5.0,3.0,5.0,33.3,4.0,4.0,0.0,0.0,15.0,0.0,2.0,2.0,16.0,0.23,3.0,0.2,77.0,198.0,38.9,298.0,59.0,50.0,38.8,114.0,43.0,36.0,165.0,5.0,3.0,7.0,0.47,12.8,2020/2021
Tottenham,Premier League,Paulo Gazzaniga,ar ARG,GK,27,1992,18.0,17.0,1613.0,26.0,1.45,79.0,56.0,0.7090000000000001,5.0,5.0,7.0,2.0,11.8,4.0,3.0,1.0,0.0,17.9,1.0,2.0,1.0,25.4,0.29,0.4,0.02,81.0,273.0,29.7,376.0,58.0,45.7,38.9,140.0,72.1,58.0,168.0,9.0,5.4,12.0,0.67,14.2,2019/2020
Tottenham,Premier League,Hugo Lloris,fr FRA,GK,32,1986,21.0,21.0,1807.0,21.0,1.05,93.0,74.0,0.7959999999999999,11.0,6.0,4.0,6.0,28.6,3.0,2.0,1.0,0.0,20.1,0.0,2.0,1.0,27.3,0.27,7.3,0.36,133.0,300.0,44.3,419.0,82.0,49.9,40.7,149.0,61.1,44.1,189.0,11.0,5.8,4.0,0.2,11.4,2019/2020
Tottenham,Premier League,Paulo Gazzaniga,ar ARG,GK,26,1992,3.0,3.0,270.0,2.0,0.67,13.0,11.0,0.846,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.1,0.31,2.1,0.7,16.0,48.0,33.3,80.0,12.0,35.0,34.7,25.0,80.0,59.9,35.0,2.0,5.7,1.0,0.33,14.7,2018/2019
Tottenham,Premier League,Hugo Lloris,fr FRA,GK,31,1986,33.0,33.0,2970.0,33.0,1.0,122.0,94.0,0.754,21.0,2.0,10.0,12.0,36.4,5.0,3.0,2.0,0.0,33.0,1.0,5.0,3.0,41.3,0.31,11.3,0.34,225.0,481.0,46.8,936.0,153.0,37.0,36.0,233.0,57.9,47.1,281.0,14.0,5.0,17.0,0.52,14.9,2018/2019
Tottenham,Premier League,Michel Vorm,nl NED,GK,34,1983,2.0,2.0,180.0,4.0,2.0,13.0,9.0,0.6920000000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.5,0.42,1.5,0.74,5.0,12.0,41.7,51.0,17.0,15.7,26.2,8.0,50.0,42.3,15.0,1.0,6.7,1.0,0.5,12.9,2018/2019
Tottenham,Premier League,Paulo Gazzaniga,ar ARG,GK,25,1992,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.22,0.7,0.65,2.0,7.0,28.6,16.0,2.0,37.5,36.6,3.0,33.3,43.7,7.0,2.0,28.6,0.0,0.0,21.0,2017/2018
